207+0i,1.26569+0i,2.48139+0i,-4.555325156-6.2813410182i
964+0i,3.53194+0i,7.3e-14+0i,12.4746001636-5.1566324e-13i
965+0i,3.53127+0i,5.61e-14+0i,12.4698678129-3.96208494e-13i
966+0i,3.53059+0i,4.32e-14+0i,12.4650657481-3.05042976e-13i
967+0i,3.52992+0i,3.33e-14+0i,12.4603352064-2.35092672e-13i
968+0i,3.52924+0i,2.56e-14+0i,12.4555349776-1.80697088e-13i
969+0i,3.52857+0i,1.98e-14+0i,12.4508062449-1.39731372e-13i
970+0i,3.52789+0i,1.52e-14+0i,12.4460078521-1.07247856e-13i
971+0i,3.52722+0i,1.18e-14+0i,12.4412809284-8.3242392e-14i
972+0i,3.52654+0i,9.08e-15+0i,12.4364843716-6.40419664e-14i
973+0i,3.52587+0i,7.01e-15+0i,12.4317592569-4.94326974e-14i
974+0i,3.52519+0i,5.42e-15+0i,12.4269645361-3.82130596e-14i
975+0i,3.52452+0i,4.19e-15+0i,12.4222412304-2.95354776e-14i
976+0i,3.52384+0i,3.24e-15+0i,12.4174483456-2.28344832e-14i
977+0i,3.52317+0i,2.51e-15+0i,12.4127268489-1.76863134e-14i
978+0i,3.52249+0i,1.94e-15+0i,12.4079358001-1.36672612e-14i
979+0i,3.52182+0i,1.51e-15+0i,12.4032161124-1.06358964e-14i
980+0i,3.52114+0i,1.17e-15+0i,12.3984268996-8.2394676e-15i
981+0i,3.52046+0i,9.06e-16+0i,12.3936386116-6.37907352e-15i
982+0i,3.51979+0i,7.03e-16+0i,12.3889216441-4.94882474e-15i
983+0i,3.51911+0i,5.46e-16+0i,12.3841351921-3.84286812e-15i
984+0i,3.51844+0i,4.24e-16+0i,12.3794200336-2.98363712e-15i
985+0i,3.51776+0i,3.3e-16+0i,12.3746354176-2.3217216e-15i
986+0i,3.51709+0i,2.57e-16+0i,12.3699220681-1.80778426e-15i
987+0i,3.51641+0i,2e-16+0i,12.3651392881-1.406564e-15i
988+0i,3.51574+0i,1.55e-16+0i,12.3604277476-1.0898794e-15i
989+0i,3.51506+0i,1.21e-16+0i,12.3556468036-8.5064452e-16i
990+0i,3.51439+0i,9.44e-17+0i,12.3509370721-6.63516832e-16i
991+0i,3.51371+0i,7.36e-17+0i,12.3461579641-5.17218112e-16i
992+0i,3.51304+0i,5.74e-17+0i,12.3414500416-4.03296992e-16i
993+0i,3.51253+0i,4.48e-17+0i,12.3378670009-3.14722688e-16i
994+0i,3.51202+0i,3.5e-17+0i,12.3342844804-2.458414e-16i
995+0i,3.51151+0i,2.74e-17+0i,12.3307024801-1.92430748e-16i
996+0i,3.511+0i,2.14e-17+0i,12.327121-1.502708e-16i
997+0i,3.51049+0i,1.67e-17+0i,12.3235400401-1.17250366e-16i
998+0i,3.50998+0i,1.31e-17+0i,12.3199596004-9.1961476e-17i
999+0i,3.50947+0i,1.02e-17+0i,12.3163796809-7.1593188e-17i
1000+0i,3.50897+0i,8.02e-18+0i,12.3128704609-5.62838788e-17i
1001+0i,3.50846+0i,6.29e-18+0i,12.3092915716-4.41364268e-17i
1002+0i,3.50795+0i,4.93e-18+0i,12.3057132025-3.4588387e-17i
1003+0i,3.50744+0i,3.87e-18+0i,12.3021353536-2.71475856e-17i
1004+0i,3.50693+0i,3.04e-18+0i,12.2985580249-2.13221344e-17i
1005+0i,3.50642+0i,2.38e-18+0i,12.2949812164-1.66905592e-17i
1006+0i,3.50591+0i,1.87e-18+0i,12.2914049281-1.31121034e-17i
1007+0i,3.5054+0i,1.47e-18+0i,12.28782916-1.0305876e-17i
1008+0i,3.50489+0i,1.16e-18+0i,12.2842539121-8.1313448e-18i
1009+0i,3.50438+0i,9.1e-19+0i,12.2806791844-6.3779716e-18i
1010+0i,3.50388+0i,7.17e-19+0i,12.2771750544-5.02456392e-18i
1011+0i,3.50337+0i,5.64e-19+0i,12.2736013569-3.95180136e-18i
1012+0i,3.50286+0i,4.45e-19+0i,12.2700281796-3.1175454e-18i
1013+0i,3.50235+0i,3.5e-19+0i,12.2664555225-2.451645e-18i
1014+0i,3.50184+0i,2.76e-19+0i,12.2628833856-1.93301568e-18i
1015+0i,3.50133+0i,2.18e-19+0i,12.2593117689-1.52657988e-18i
1016+0i,3.50082+0i,1.72e-19+0i,12.2557406724-1.20428208e-18i
1017+0i,3.50031+0i,1.36e-19+0i,12.2521700961-9.5208432e-19i
1018+0i,3.4998+0i,1.07e-19+0i,12.24860004-7.489572e-19i
1019+0i,3.4993+0i,8.49e-20+0i,12.24510049-5.9418114e-19i
1020+0i,3.49879+0i,6.71e-20+0i,12.2415314641-4.69537618e-19i
1021+0i,3.49828+0i,5.31e-20+0i,12.2379629584-3.71517336e-19i
1022+0i,3.49777+0i,4.2e-20+0i,12.2343949729-2.9381268e-19i
1023+0i,3.49726+0i,3.33e-20+0i,12.2308275076-2.32917516e-19i
1024+0i,3.49675+0i,2.64e-20+0i,12.2272605625-1.846284e-19i
1025+0i,3.49624+0i,2.09e-20+0i,12.2236941376-1.46142832e-19i
1026+0i,3.49573+0i,1.66e-20+0i,12.2201282329-1.16058236e-19i
1027+0i,3.49522+0i,1.32e-20+0i,12.2165628484-9.2273808e-20i
1028+0i,3.49471+0i,1.04e-20+0i,12.2129979841-7.2689968e-20i
1029+0i,3.49421+0i,8.29e-21+0i,12.2095035241-5.79340018e-20i
1030+0i,3.4937+0i,6.58e-21+0i,12.20593969-4.5977092e-20i
1031+0i,3.49319+0i,5.23e-21+0i,12.2023763761-3.65387674e-20i
1032+0i,3.49268+0i,4.16e-21+0i,12.1988135824-2.90590976e-20i
1033+0i,3.49217+0i,3.31e-21+0i,12.1952513089-2.31181654e-20i
1034+0i,3.49171+0i,2.63e-21+0i,12.1920387241-1.83663946e-20i
1035+0i,3.49127+0i,2.1e-21+0i,12.1889662129-1.4663334e-20i
1036+0i,3.49083+0i,1.67e-21+0i,12.1858940889-1.16593722e-20i
1037+0i,3.4904+0i,1.33e-21+0i,12.18289216-9.284464e-21i
1038+0i,3.48996+0i,1.06e-21+0i,12.1798208016-7.3987152e-21i
1039+0i,3.48952+0i,8.47e-22+0i,12.1767498304-5.91124688e-21i
1040+0i,3.48908+0i,6.76e-22+0i,12.1736792464-4.71723616e-21i
1041+0i,3.48864+0i,5.39e-22+0i,12.1706090496-3.76075392e-21i
1042+0i,3.48821+0i,4.31e-22+0i,12.1676090041-3.00683702e-21i
1043+0i,3.48777+0i,3.44e-22+0i,12.1645395729-2.39958576e-21i
1044+0i,3.48733+0i,2.75e-22+0i,12.1614705289-1.9180315e-21i
1045+0i,3.48689+0i,2.2e-22+0i,12.1584018721-1.5342316e-21i
1046+0i,3.48646+0i,1.76e-22+0i,12.1554033316-1.22723392e-21i
1047+0i,3.48602+0i,1.41e-22+0i,12.1523354404-9.8305764e-22i
1048+0i,3.48558+0i,1.13e-22+0i,12.1492679364-7.8774108e-22i
1049+0i,3.48514+0i,9.04e-23+0i,12.1462008196-6.30113312e-22i
1050+0i,3.48471+0i,7.24e-23+0i,12.1432037841-5.04586008e-22i
1051+0i,3.48427+0i,5.81e-23+0i,12.1401374329-4.04872174e-22i
1052+0i,3.48383+0i,4.66e-23+0i,12.1370714689-3.24692956e-22i
1053+0i,3.48339+0i,3.74e-23+0i,12.1340058921-2.60557572e-22i
1054+0i,3.48296+0i,3e-23+0i,12.1310103616-2.089776e-22i
1055+0i,3.48252+0i,2.41e-23+0i,12.1279455504-1.67857464e-22i
1056+0i,3.48208+0i,1.94e-23+0i,12.1248811264-1.35104704e-22i
1057+0i,3.48164+0i,1.56e-23+0i,12.1218170896-1.08627168e-22i
1058+0i,3.4812+0i,1.25e-23+0i,12.11875344-8.703e-23i
1059+0i,3.48077+0i,1.01e-23+0i,12.1157597929-7.0311554e-23i
1060+0i,3.48033+0i,8.1e-24+0i,12.1126969089-5.6381346e-23i
1061+0i,3.47989+0i,6.52e-24+0i,12.1096344121-4.53777656e-23i
1062+0i,3.47945+0i,5.26e-24+0i,12.1065723025-3.6603814e-23i
1063+0i,3.47902+0i,4.23e-24+0i,12.1035801604-2.94325092e-23i
1064+0i,3.47858+0i,3.41e-24+0i,12.1005188164-2.37239156e-23i
1065+0i,3.47814+0i,2.75e-24+0i,12.0974578596-1.912977e-23i
1066+0i,3.4777+0i,2.22e-24+0i,12.09439729-1.5440988e-23i
1067+0i,3.47727+0i,1.79e-24+0i,12.0914066529-1.24486266e-23i
1068+0i,3.47683+0i,1.45e-24+0i,12.0883468489-1.0082807e-23i
1069+0i,3.47639+0i,1.17e-24+0i,12.0852874321-8.1347526e-24i
1070+0i,3.47595+0i,9.45e-25+0i,12.0822284025-6.5695455e-24i
1071+0i,3.47552+0i,7.64e-25+0i,12.0792392704-5.31059456e-24i
1072+0i,3.47508+0i,6.18e-25+0i,12.0761810064-4.29519888e-24i
1073+0i,3.47464+0i,5e-25+0i,12.0731231296-3.47464e-24i
1074+0i,3.4742+0i,4.04e-25+0i,12.07006564-2.8071536e-24i
1075+0i,3.47377+0i,3.27e-25+0i,12.0670780129-2.27184558e-24i
1076+0i,3.47333+0i,2.65e-25+0i,12.0640212889-1.8408649e-24i
1077+0i,3.47289+0i,2.15e-25+0i,12.0609649521-1.4933427e-24i
1078+0i,3.47245+0i,1.74e-25+0i,12.0579090025-1.2084126e-24i
1079+0i,3.47207+0i,1.41e-25+0i,12.0552700849-9.7912374e-25i
1080+0i,3.47171+0i,1.15e-25+0i,12.0527703241-7.984933e-25i
1081+0i,3.47135+0i,9.31e-26+0i,12.0502708225-6.4636537e-25i
1082+0i,3.47098+0i,7.56e-26+0i,12.0477021604-5.24812176e-25i
1083+0i,3.47062+0i,6.14e-26+0i,12.0452031844-4.26192136e-25i
1084+0i,3.47026+0i,4.99e-26+0i,12.0427044676-3.46331948e-25i
1085+0i,3.4699+0i,4.05e-26+0i,12.04020601-2.810619e-25i
1086+0i,3.46954+0i,3.3e-26+0i,12.0377078116-2.2898964e-25i
1087+0i,3.46918+0i,2.68e-26+0i,12.0352098724-1.85948048e-25i
1088+0i,3.46881+0i,2.18e-26+0i,12.0326428161-1.51240116e-25i
1089+0i,3.46845+0i,1.78e-26+0i,12.0301454025-1.2347682e-25i
1090+0i,3.46809+0i,1.45e-26+0i,12.0276482481-1.0057461e-25i
1091+0i,3.46773+0i,1.18e-26+0i,12.0251513529-8.1838428e-26i
1092+0i,3.46737+0i,9.61e-27+0i,12.0226547169-6.66428514e-26i
1093+0i,3.467+0i,7.83e-27+0i,12.020089-5.429322e-26i
1094+0i,3.46664+0i,6.39e-27+0i,12.0175928896-4.43036592e-26i
1095+0i,3.46628+0i,5.21e-27+0i,12.0150970384-3.61186376e-26i
1096+0i,3.46592+0i,4.26e-27+0i,12.0126014464-2.95296384e-26i
1097+0i,3.46556+0i,3.47e-27+0i,12.0101061136-2.40509864e-26i
1098+0i,3.46519+0i,2.84e-27+0i,12.0075417361-1.96822792e-26i
1099+0i,3.46483+0i,2.32e-27+0i,12.0050469289-1.60768112e-26i
1100+0i,3.46447+0i,1.9e-27+0i,12.0025523809-1.3164986e-26i
1101+0i,3.46411+0i,1.55e-27+0i,12.0000580921-1.0738741e-26i
1102+0i,3.46375+0i,1.27e-27+0i,11.9975640625-8.797925e-27i
1103+0i,3.46338+0i,1.04e-27+0i,11.9950010244-7.2038304e-27i
1104+0i,3.46302+0i,8.5e-28+0i,11.9925075204-5.887134e-27i
1105+0i,3.46266+0i,6.96e-28+0i,11.9900142756-4.82002272e-27i
1106+0i,3.4623+0i,5.7e-28+0i,11.98752129-3.947022e-27i
1107+0i,3.46194+0i,4.67e-28+0i,11.9850285636-3.23345196e-27i
1108+0i,3.46158+0i,3.83e-28+0i,11.9825360964-2.65157028e-27i
1109+0i,3.46121+0i,3.14e-28+0i,11.9799746641-2.17363988e-27i
1110+0i,3.46085+0i,2.58e-28+0i,11.9774827225-1.7857986e-27i
1111+0i,3.46049+0i,2.12e-28+0i,11.9749910401-1.46724776e-27i
1112+0i,3.46013+0i,1.74e-28+0i,11.9724996169-1.20412524e-27i
1113+0i,3.45977+0i,1.43e-28+0i,11.9700084529-9.8949422e-28i
1114+0i,3.4594+0i,1.17e-28+0i,11.96744836-8.094996e-28i
1115+0i,3.45904+0i,9.63e-29+0i,11.9649577216-6.66211104e-28i
1116+0i,3.45868+0i,7.91e-29+0i,11.9624673424-5.47163176e-28i
1117+0i,3.45832+0i,6.51e-29+0i,11.9599772224-4.50273264e-28i
1118+0i,3.45796+0i,5.35e-29+0i,11.9574873616-3.7000172e-28i
1119+0i,3.45759+0i,4.4e-29+0i,11.9549286081-3.0426792e-28i
1120+0i,3.45723+0i,3.62e-29+0i,11.9524392729-2.50303452e-28i
1121+0i,3.45687+0i,2.98e-29+0i,11.9499501969-2.06029452e-28i
1122+0i,3.45651+0i,2.46e-29+0i,11.9474613801-1.70060292e-28i
1123+0i,3.45615+0i,2.02e-29+0i,11.9449728225-1.3962846e-28i
1124+0i,3.45578+0i,1.67e-29+0i,11.9424154084-1.15423052e-28i
1125+0i,3.45542+0i,1.37e-29+0i,11.9399273764-9.4678508e-29i
1126+0i,3.45506+0i,1.13e-29+0i,11.9374396036-7.8084356e-29i
1127+0i,3.4547+0i,9.32e-30+0i,11.93495209-6.4395608e-29i
1128+0i,3.45438+0i,7.68e-30+0i,11.9327411844-5.30592768e-29i
1129+0i,3.45407+0i,6.33e-30+0i,11.9305995649-4.37285262e-29i
1130+0i,3.45377+0i,5.22e-30+0i,11.9285272129-3.60573588e-29i
1131+0i,3.45346+0i,4.3e-30+0i,11.9263859716-2.9699756e-29i
1132+0i,3.45316+0i,3.54e-30+0i,11.9243139856-2.44483728e-29i
1133+0i,3.45285+0i,2.91e-30+0i,11.9221731225-2.0095587e-29i
1134+0i,3.45255+0i,2.4e-30+0i,11.9201015025-1.657224e-29i
1135+0i,3.45224+0i,1.97e-30+0i,11.9179610176-1.36018256e-29i
1136+0i,3.45194+0i,1.62e-30+0i,11.9158897636-1.11842856e-29i
1137+0i,3.45163+0i,1.33e-30+0i,11.9137496569-9.1813358e-30i
1138+0i,3.45133+0i,1.09e-30+0i,11.9116787689-7.5238994e-30i
1139+0i,3.45102+0i,8.9e-31+0i,11.9095390404-6.1428156e-30i
1140+0i,3.45072+0i,7.27e-31+0i,11.9074685184-5.01734688e-30i
1141+0i,3.45041+0i,5.91e-31+0i,11.9053291681-4.07838462e-30i
1142+0i,3.45011+0i,4.8e-31+0i,11.9032590121-3.3121056e-30i
1143+0i,3.4498+0i,3.88e-31+0i,11.90112004-2.6770448e-30i
1144+0i,3.4495+0i,3.12e-31+0i,11.89905025-2.152488e-30i
1145+0i,3.44919+0i,2.49e-31+0i,11.8969116561-1.71769662e-30i
1146+0i,3.44889+0i,1.98e-31+0i,11.8948422321-1.36576044e-30i
1147+0i,3.44858+0i,1.55e-31+0i,11.8927040164-1.0690598e-30i
1148+0i,3.44828+0i,1.21e-31+0i,11.8906349584-8.3448376e-31i
1149+0i,3.44797+0i,9.25e-32+0i,11.8884971209-6.3787445e-31i
1150+0i,3.44767+0i,6.94e-32+0i,11.8864284289-4.78536596e-31i
1151+0i,3.44736+0i,5.08e-32+0i,11.8842909696-3.50251776e-31i
1152+0i,3.44706+0i,3.58e-32+0i,11.8822226436-2.46809496e-31i
1153+0i,3.44675+0i,2.39e-32+0i,11.8800855625-1.6475465e-31i
1154+0i,3.44645+0i,1.47e-32+0i,11.8780176025-1.0132563e-31i
1155+0i,3.44614+0i,7.78e-33+0i,11.8758808996-5.36219384e-32i
1156+0i,3.44584+0i,2.89e-33+0i,11.8738133056-1.99169552e-32i
1157+0i,3.44554+0i,0+0i,11.8717458916+0i
